stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
2031O00022C0,AutoEstrada Lagoa-Barra,-22.99284,-43.25212,0,
2031O00023C0,Rua General Olímpio Mourão Filho próximo ao 150-344,-22.992413085847325,-43.252342331352246,0,
2031O00024C0,"Avenida Aquarela do Brasil , 601",-22.993994821535043,-43.25392230422973,0,
2031O00025C0,Ponto Final: São Conrado,-22.99885081757,-43.27056698308,0,
2031O00026C0,Largo de São Conrado,-22.99895997256,-43.27073097879,0,
2031O00027C0,"Av. Niemeyer , 550",-22.998969433053606,-43.25076913007187,0,
2031O00028C0,"Avenida Niemeyer , oposto ao 999",-22.99380095674724,-43.25299476963414,0,
2031O00031C0,Estrada da Canoa,-22.99444005891403,-43.2714653828037,0,
2031O00032C0,Estrada da Canoa,-22.994532032414586,-43.27150386228762,0,
2031O00033C0,Estrada da Canoa,-22.993418868238056,-43.275522094943966,0,
2031O00034C0,Estrada da Canoa,-22.991354988030334,-43.27407284486568,0,
2031O00035C0,Estrada da Canoa,-22.98916453078136,-43.27402115973193,0,
2031O00036C0,R. Des. Magarino Torres,-22.987214305959434,-43.273327667821654,0,
2031O00037C0,Mirante das Canoas,-22.98831353690495,-43.269560022486374,0,
2031O00038C0,Mirante das Canoas,-22.98823081867535,-43.269602525283815,0,
2031O00039C0,Estrada da Canoa,-22.985213773010774,-43.270979936679474,0,
2031O00040C0,Estr. da Gávea,-22.990903066518914,-43.25240751034868,0,
2032O00001C0,Ponto Final: Praça da Bandeira :: Linha 624,-22.91148616977,-43.21207246294,0,
2032O00008S9,BRS 2: Matoso,-22.91608,-43.21200,0,
2032O00012S9,"BRS 1,4,5,6,I: Barão de Ubá",-22.91580,-43.21098,0,
2032O00015C0,"Avenida Paulo de Frontin , 126",-22.91359,-43.21027,0,
2032O00017C0,R. Barão de Iguatemi - 404,-22.913557223576028,-43.215313507135384,0,
2032O00018C0,Rua Felisberto de Menezes próximo ao 105-205,-22.91353,-43.21589,0,
2032O00020C0,Praça da Bandeira,-22.9105660424153,-43.214400905063435,0,
2032O00021C0,Rua Teixeira Soares próximo ao 71-191,-22.91144,-43.21431,0,
2032O00022C0,Praça da Bandeira próximo ao 226,-22.91151,-43.2141,0,
2032O00023C0,Praça da Bandeira próximo ao 179,-22.91088,-43.21413,0,
2032O00027C0,Estação Barão de Mauá :: Pista Lateral,-22.90774,-43.21014,0,
2032O00028C0,Estação Barão de Mauá :: Pista Central (Ônibus Municipais - Sentido Zona Sul),-22.90813,-43.20997,0,
2032O00029C0,Estação Barão de Mauá :: Linha 462,-22.90755741948558,-43.210354175246415,0,
2032O00031C0,Estação Barão de Mauá :: Linha 460,-22.907041081084202,-43.2106571828299,0,
2032O00032C0,Estação Barão de Mauá :: Linha 461,-22.907058993538524,-43.210830443316816,0,
2032O00033C0,Estação Barão de Mauá :: Linha 463,-22.907412282818406,-43.210366572452216,0,
2033O00001S9,"BRS 4,5,6,I: Caruso",-22.91683,-43.21390,0,
2033O00021S0,"BRS 5,6,7: Barão de Mesquita",-22.91638,-43.22806,0,
2033O00022S0,"BRS 2,3,4,I: Moraes e Silva",-22.91656,-43.22631,0,
2033O00024S9,"BRS 5,6,I: Afonso Pena",-22.91833,-43.21774,0,
2033O00025S9,"BRS 5,6,I: São Francisco Xavier",-22.92072,-43.22320,0,
2033O00026S9,"BRS 5,6,I: Carmela Dutra",-22.92097,-43.22676,0,
2033O00039C0,Ponto Final: Saens Peña :: Linha 639,-22.92312762051,-43.23425195991,0,
2033O00040S9,BRS 2: Domício da Gama,-22.91704,-43.21443,0,
2033O00041S9,BRS 2: Afonso Pena,-22.91847,-43.21807,0,
2033O00042S9,"BRS 2,7: Conselheiro Zenha",-22.92163,-43.22848,0,
2033O00045S0,"BRS 1,3,5,I: Pereira de Siqueira",-22.91958,-43.22350,0,
2033O00046S0,"BRS 4,7: Heitor Beltrão",-22.92021,-43.22308,0,
2033O00050C0,"Rua do Matoso , 280",-22.91964,-43.21184,0,
2033O00073P0,Terminal Carlos Manes Bandeira (Usina) :: Plat. A,-22.946298147524292,-43.256977434358596,0,2033O00251T9
2033O00088C0,Ponto Final: Saens Peña,-22.92279454367,-43.23336647985,0,
2033O00095C0,Ponto Regulador: Saens Peña :: Linha 623,-22.92048398934,-43.22341106097,0,
2033O00100C0,Ponto Final: Saens Peña :: Linha 409,-22.93149414884,-43.23431897192,0,
2033O00104C0,"Rua Barão de Itapagipe , 386",-22.92297,-43.21738,0,
2033O00105C0,"Rua Barão de Itapagipe , 448",-22.92366,-43.21854,0,
2033O00106C0,"Rua Félix da Cunha , 59",-22.92446,-43.22172,0,
2033O00108S9,"BRS 2,7: Saens Peña",-22.92341,-43.23182,0,
2033O00111S9,"BRS 5,I: Saens Peña",-22.92371,-43.23222,0,
2033O00112C9,Rua do Matoso em frente ao 178,-22.917064712563995,-43.21212924173355,0,
2033O00118C0,"RUA CONDE DE BONFIM , oposto ao 1042",-22.93912,-43.24779,0,
2033O00120S9,"BRS 2,5,6,I: Professor Gabizo",-22.91935,-43.22004,0,
2033O00121S9,BRS 2: Alzira Brandão,-22.92078,-43.22418,0,
2033O00122S9,"BRS 1,6: Saens Peña",-22.92408,-43.23273,0,
2033O00127C0,Ponto Final: Muda,-22.93223233133,-43.24752284053,0,
2033O00128C0,Ponto Final: Saens Peña :: Linha 629,-22.92281445695,-43.23253733199,0,
2033O00129C0,Ponto Final: Saens Peña :: Linha 601,-22.92044667598,-43.22502881939,0,
2033O00131C0,Ponto Final: Saens Peña,-22.92685549089,-43.23374267175,0,
2033O00132C0,Ponto Regulador: Saens Peña,-22.92529983808,-43.23282033134,0,
2033O00133C0,"Rua do Bispo , 317",-22.92063880481163,-43.21521489814759,0,
2033O00135C0,RUA CONDE DE BONFIM 432,-22.92556,-43.23475,0,
2033O00136C0,Rua Conde de Bonfim próximo ao 452,-22.92604774574611,-43.2351761803913,0,
2033O00137C0,Rua Conde de Bonfim próximo ao 494,-22.92755,-43.23615,0,
2033O00139C0,RUA CONDE DE BONFIM 538,-22.92911,-43.23706,0,
2033O00140C0,Rua Conde de Bonfim próximo ao 550,-22.929517978720245,-43.23730460615158,0,
2033O00141C0,Rua Conde de Bonfim próximo ao 638,-22.93141,-43.23913,0,
2033O00142C0,Rua Uruguai próximo ao 413,-22.93223,-43.24084,0,
2033O00143C0,Rua Conde de Bonfim próximo ao 758,-22.93386,-43.24241,0,
2033O00144C0,Rua Conde de Bonfim próximo ao 796,-22.93489,-43.24342,0,
2033O00145C0,Rua Conde de Bonfim próximo ao 832,-22.93644000844223,-43.245150785388944,0,
2033O00146C0,Rua Conde de Bonfim próximo ao 984,-22.93899864803544,-43.24783548213958,0,
2033O00147C1,Pinheiro da Cunha,-22.94024788898948,-43.249662215938564,0,
2033O00149C0,Rua Conde de Bonfim próximo ao 1116,-22.94103,-43.25168,0,
2033O00151C0,Rua Conde de Bonfim próximo ao 1168 - Tijuca,-22.941898975057406,-43.253062417663024,0,
2033O00152C0,Santa Carolina,-22.94388370731,-43.25420902555,0,
2033O00153C0,Rua Conde de Bonfim próximo ao 1326-1328,-22.94601,-43.25533,0,
2033O00155C0,Rua Conde de Bonfim próximo ao 1326-1328 - Tijuca,-22.94606786915779,-43.25522335456106,0,
2033O00156C0,São Miguel,-22.943746227,-43.25481970668,0,
2033O00158C0,R. São Miguel 621-507,-22.943307021426822,-43.254890847641946,0,
2033O00159C0,Rua Conde de Bonfim próximo ao 1236,-22.9432798442015,-43.25382172023774,0,
2033O00162C0,Rua Conde de Bonfim próximo ao 1138,-22.942058111540863,-43.252751310520175,0,
2033O00164C0,"Rua Conde de Bonfim , 1065",-22.940855281945353,-43.25041106917924,0,
2033O00166C0,RUA CONDE DE BONFIM 1037,-22.94006,-43.24916,0,
2033O00167C0,Rua Conde de Bonfim próximo ao 928,-22.938165378351187,-43.24669947486876,0,
2033O00168C0,Rua Conde de Bonfim próximo ao 862,-22.936322149341937,-43.24475883432388,0,
2033O00169C0,Rua Conde de Bonfim próximo ao 816-824,-22.93568239238678,-43.24402790062905,0,
2033O00172C0,Rua Conde de Bonfim próximo ao 746 - Tijuca,-22.933785765779582,-43.24212036111421,0,
2033O00173C0,Rua Conde de Bonfim próximo ao 685,-22.93235,-43.24059,0,
2033O00174C0,Rua Conde de Bonfim próximo ao 599,-22.93111,-43.23833,0,
2033O00175C0,Rua Conde de Bonfim próximo ao 515-519,-22.928421804337777,-43.23640034970282,0,
2033O00176C0,Rua Conde de Bonfim próximo ao 451,-22.927087102723867,-43.235595101852425,0,
2033O00177C0,Rua Conde de Bonfim próximo ao 377,-22.92498,-43.23366,0,
2033O00178C0,"Rua Conde de Bonfim , lado oposto ao número  362",-22.924441066840558,-43.23288784292221,0,
2033O00179C0,Ponto Regulador: Saens Peña,-22.9241378221,-43.23242660359,0,
2033O00180C0,Saens Peña :: Integração Metrô,-22.92382587292,-43.23199437229,0,
2033O00181C0,Rua Conde de Bonfim próximo ao 273,-22.923513756136618,-43.22985105026245,0,
2033O00182C0,Rua Conde de Bonfim próximo ao 186,-22.92424,-43.22793,0,
2033O00183C0,Rua Conde de Bonfim próximo ao 138,-22.924953300377112,-43.22624798776627,0,
2033O00184C0,Rua Conde de Bonfim próximo ao 85,-22.924231846563597,-43.22381556927682,0,
2033O00185C0,Rua Conde de Bonfim próximo ao 28,-22.9227542976612,-43.22216355704307,0,
2033O00186C0,Rua Hadock Lobo próximo ao 416,-22.92144570279559,-43.21991568469048,0,
2033O00187C0,Rua Hadock Lobo próximo ao 350,-22.920869408638502,-43.21764717179298,0,
2033O00188C0,Rua Hadock Lobo próximo ao 290 A,-22.91984076243486,-43.215123061342254,0,
2033O00189C0,Rua Hadock Lobo próximo ao 180,-22.91825,-43.21225,0,
2033O00190C0,Rua Campos Sales oposto ao 81,-22.91684,-43.2179,0,
2033O00191C0,Rua Campos Sales próximo ao 170,-22.91512,-43.2187,0,
2033O00192C0,Rua Almirante Cóchrane próximo ao 12,-22.91844,-43.22488,0,
2033O00194C0,Rua Almirante Cóchrane próximo ao 112-120,-22.92034,-43.22725,0,
2033O00196C0,Rua Almirante Cóchrane próximo ao 162,-22.92113,-43.22818,0,
2033O00197C0,Rua Almirante Cóchrane próximo ao 216,-22.92174,-43.2297,0,
2033O00198C0,Rua Santo Afonso próximo ao 60,-22.92259,-43.23193,0,
2033O00199C0,Rua Santo Afonso próximo ao 320,-22.92357,-43.23384,0,
2033O00202C0,R. Santo Afonso - 436,-22.924244084868416,-43.23487875899319,0,
2033O00204C0,Rua Professor Gabizo próximo ao 146,-22.9186,-43.21966,0,
2033O00206C0,Rua Desembargador Izidro próximo ao 68-70,-22.92778180510227,-43.23355889203071,0,
2033O00208C0,Rua Professor Gabizo próximo ao 202,-22.91706,-43.2211,0,
2033O00209C0,R. Des. Izidro - 144,-22.92979656077564,-43.234198396958504,0,
2033O00211C0,"Rua Bom Pastor , 295",-22.9294,-43.23168,0,
2033O00212C0,Condomínio Edifício Madri,-22.9277,-43.2318,0,
2033O00214C0,Rua José Higino próximo ao 227,-22.92908,-43.23908,0,
2033O00215C0,Rua José Higino próximo ao 149-165,-22.92768,-43.23988,0,
2033O00216C0,Rua José Higino próximo ao 61,-22.925339664572576,-43.240260845403654,0,
2033O00217C0,Rua General Espírito Santo Cardoso próximo ao 342,-22.93132,-43.2458,0,
2033O00219C0,R. Amoroso Costa - 123,-22.933497256506936,-43.24797972414428,0,
2033O00220C0,Rua Marechal Trompowski próximo ao 103,-22.93456,-43.24691,0,
2033O00221C0,Rua Marechal Trompowski próximo ao 20,-22.93647,-43.24563,0,
2033O00223C0,Rua Barão de Mesquita - 333,-22.92284876264072,-43.23358451324462,0,
2033O00225C0,"Rua Barão de Mesquita, 179",-22.92073589963981,-43.23164777333957,0,
2033O00226C0,Rua Barão de Mesquita próximo ao 26,-22.91671,-43.22892,0,
2033O00227C0,Avenida Maracanã próximo ao 894,-22.92229,-43.23609,0,
2033O00228C0,Rua Pareto próximo ao 61,-22.92263,-43.23019,0,
2033O00229C0,Rua Major Ávila próximo ao 444,-22.92009,-43.23375,0,
2033O00232C0,Rua Uruguai 380,-22.93184,-43.24159,0,
2033O00233C0,Rua Uruguai 280,-22.92933,-43.24325,0,
2033O00234C0,Rua Pereira de Siqueira próximo ao 68,-22.92018,-43.22617,0,
2033O00236C0,"R. Marquês de Valença, 148",-22.920385811273007,-43.22575241598832,0,
2033O00237C0,Rua Silva Ramos próximo ao 73-105,-22.91768,-43.21988,0,
2033O00239C0,Rua Gonçalves Crespo próximo ao 181,-22.91600,-43.21721,0,
2033O00243C0,Rua Conde de Bonfim próximo ao 589,-22.93059,-43.2378,0,
2033O00244S2,"BRS 2,3,4,I: Almirante Cóchrane",-22.91836,-43.22432,0,
2033O00245S0,"BRS 5,6,7: Benevenuto Berna",-22.91739,-43.22500,0,
2033O00246C0,Ponto Final: Saens Peña :: Linha 665,-22.92215573196,-43.23259175223,0,
2033O00247C0,Ponto Final: Saens Peña :: Linhas para Gávea,-22.92394061657,-43.23585418967,0,
2033O00248P0,Terminal Carlos Manes Bandeira (Usina) :: Plat. B,-22.946292590097055,-43.25682860319041,0,2033O00251T9
2033O00249P0,Terminal Carlos Manes Bandeira (Usina) :: Plat. C,-22.946298765016202,-43.256670384290665,0,2033O00251T9
2033O00250P0,Terminal Carlos Manes Bandeira (Usina) :: Plat. D,-22.946356809242477,-43.256559104048684,0,2033O00251T9
2033O00251T9,Terminal Carlos Manes Bandeira (Usina),-22.946614893130572,-43.256625993667306,1,
2033O00252C0,R. São Miguel,-22.938137022776523,-43.24919359837655,0,
2033O00253C0,R. São Miguel,-22.93787951288234,-43.24901750113928,0,
2033O00254C0,R. São Miguel,-22.936475632873748,-43.24684161853834,0,
2034O00009C0,"Estrada das Furnas , próximo à estrada do Biguá",-22.97098,-43.28289,0,
2034O00012C0,"Avenida Édison Passos , próximo à rua Dr. Catrambi",-22.94693,-43.25924,0,
2034O00013C0,"Av. Édison Passos , 934",-22.95072,-43.26202,0,
2034O00014C0,"Avenida Édison Passos , oposto ao 1142",-22.951446867921177,-43.26081801719665,0,
2034O00015C0,"Avenida Édison Passos , oposto ao 1915",-22.95311,-43.2615,0,
2034O00016C0,Avenida Édison Passos próximo ao 2258,-22.95451,-43.26371,0,
2034O00017C0,Avenida Édison Passos próximo ao 2801-2999,-22.95731,-43.26779,0,
2034O00018C0,Avenida Édison Passos próximo ao 3256-3556,-22.95765162306927,-43.264686064400664,0,
2034O00019C0,Avenida Édison Passos próximo ao 4200,-22.96007,-43.26961,0,
2034O00029C0,"Avenida Édison Passos , 2029",-22.954216146755503,-43.262497609786976,0,
2034O00031C0,"Avenida Édison Passos , 899",-22.95074,-43.26185,0,
2034O00032C0,"Avenida Édison Passos ,  567",-22.94896336935809,-43.25991469444275,0,
2034O00033C0,Avenida Édison Passos próximo ao 386,-22.94749,-43.25919,0,
2034O00037C0,Avenida Édison Passos próximo ao 138-172,-22.94623,-43.25773,0,
2034O00040C0,Avenida Édison Passos próximo ao 44-70,-22.94677,-43.25713,0,
2034O00041C0,Estrada das Furnas próximo ao 1112,-22.97285,-43.28423,0,
2034O00042C0,Estrada das Furnas próximo ao 1276,-22.97383,-43.28551,0,
2034O00043C0,Estrada das Furnas próximo ao 1440,-22.97433,-43.28586,0,
2034O00044C0,Estrada das Furnas oposto ao 1805,-22.97639,-43.28891,0,
2034O00045C0,Estrada das Furnas próximo ao 1805,-22.97669,-43.28964,0,
2034O00046C0,Estrada das Furnas oposto ao 1984,-22.9778,-43.29121,0,
2034O00047C0,Estrada das Furnas oposto ao 2109,-22.97841,-43.29173,0,
2034O00048C0,Estrada das Furnas oposto ao 2261,-22.979524702776985,-43.292712069363596,0,
2034O00049C0,Estrada das Furnas próximo ao 2235,-22.97946,-43.29221,0,
2034O00050C0,Estrada das Furnas próximo a entrocamento com Estrada da Gávea Pequena,-22.970259862182374,-43.280892682209014,0,
2034O00051C0,Estrada das Furnas oposto a entrocamento com Estrada da Gávea Pequena,-22.97008,-43.28096,0,
2034O00052C0,Rua Boavista próximo ao 190,-22.965725911633395,-43.27749145767212,0,
2034O00056C0,"Rua Boa Vista , 105",-22.96415,-43.27636,0,
2034O00057C0,"Rua Boavista , oposto  ao 52",-22.96322,-43.27522,0,
2034O00058C0,"Rua Boavista próximo , 52",-22.96301,-43.27526,0,
2034O00059C0,"Rua Boavista , 4575",-22.96157,-43.27318,0,
2034O00062C9,Rua Jornalista Guima próximo à E M Menezes Vieira,-22.965342479962874,-43.27744422213174,0,
2034O00064C9,"Rua Boa Vista , oposto ao 4575",-22.96149591483899,-43.273309156713744,0,
2034O00066C9,"Rua Boa Vista , oposto ao 117",-22.964331279050363,-43.27692535401729,0,
2034O00067C0,"Avenida Édison Passos , oposto ao 559",-22.948785633807503,-43.25994675768935,0,
2034O00068C0,Avenida Édison Passos próximo ao 2801-2999,-22.95710891691688,-43.2676711064802,0,
2034O00069C0,Avenida Édison Passos próximo ao 3256-3556,-22.957157077428455,-43.265384523295005,0,
2034O00070C0,Estr. da Pedra Bonita,-22.97797801625704,-43.277495052597814,0,
2034O00071C0,Estr. da Gávea Pequena,-22.976015236180817,-43.27842310917077,0,
2034O00072C0,Estr. da Gávea Pequena,-22.976217181510314,-43.27848551411314,0,
2034O00073C0,Estr. da Pedra Bonita,-22.978624926748026,-43.2771570705819,0,
2035O00002S0,"BRS 5,6,7: Santa Luíza",-22.91533,-43.23250,0,
2035O00015C0,"Rua São Francisco Xavier , lado oposto ao número 593",-22.9116,-43.23727,0,
2035O00016C0,"Rua São Francisco Xavier , lado oposto ao número 649",-22.90999,-43.23813,0,
2035O00018S0,"BRS 5,6,7: Felipe Camarão",-22.91266,-43.23625,0,
2035O00019S0,"BRS 2,3,4,5,6,7,I: Professor Manoel de Abreu",-22.91365,-43.23451,0,
2035O00028S9,"BRS 2,6,7: Felipe Camarão",-22.91375,-43.23656,0,
2035O00039S9,"BRS 4,5,I: Jorge Rudge",-22.91384,-43.23697,0,
2035O00041S0,"BRS 2,3,4,I: Jaceguaí",-22.91584,-43.23182,0,
2035O00042C0,"RUA VISCONDE DE NITEROI, lado oposto ao número 130",-22.90876328724309,-43.23488722719193,0,
2035O00043S0,"BRS 2,3,4,I: Marã",-22.91206,-43.23707,0,
2035O00047C0,"Rua São Francisco Xavier , 524",-22.912754582583826,-43.235793113708496,0,
2035O00048C0,"Rua São Francisco Xavier , lado oposto ao número 609 (via 24 de Maio)",-22.910827516956186,-43.237749952822924,0,
2035O00049C0,Ponto Final: São Cristovão :: Linhas 460 e 461,-22.90984358192,-43.22106294261,0,
2035O00050C0,Rua Mariz e Barros próximo ao 318,-22.9135,-43.21777,0,
2035O00051C0,Rua Mariz e Barros próximo ao 556,-22.91448,-43.21955,0,
2035O00052C0,Rua Mariz e Barros próximo ao 678-724,-22.91529,-43.22091,0,
2035O00054C0,Rua Mariz e Barros próximo ao 900-924,-22.91657,-43.22248,0,
2035O00056C0,CEFET Celso Sukow da Fonseca,-22.91296,-43.22511,0,
2035O00057C0,Rua Mata Machado próximo ao 46,-22.91277,-43.22588,0,
2035O00059C0,Avenida Castelo Branco s/n oposto ao Metrô São Cristóvão,-22.91047,-43.2216,0,
2035O00060C0,Rua Pará próximo ao 300,-22.91149,-43.21752,0,
2035O00061C0,Rua Professor Gabizo próximo ao 242,-22.91586,-43.2226,0,
2035O00062C0,Rua Professor Gabizo próximo ao 320,-22.91382,-43.22498,0,
2035O00066C0,Avenida Maracanã oposto ao 383,-22.91351,-43.22771,0,
2035O00068C0,Avenida Maracanã próximo ao 410,-22.91547,-43.22944,0,
2035O00070C2,Professor Eurico Rabelo :: Linhas para Zona Sul,-22.91560829317987,-43.22905437301635,0,
2035O00071C0,Av. Maracanã próximo ao 455,-22.91548548539293,-43.22913924918451,0,
2035O00072C0,Avenida Maracanã próximo ao 582,-22.91736,-43.23092,0,
2035O00073C0,Avenida Maracanã oposto ao 667,-22.91901,-43.23323,0,
2035O00074C0,Rua Felipe Camarão próximo ao 161,-22.91755,-43.23479,0,
2035O00076C0,Avenida Professor Manoel de Abreu próximo ao 27,-22.9134,-43.2339,0,
2035O00077C0,Avenida Prof Manoel de Abreu 2251,-22.9117,-43.23407,0,
2035O00078C0,Avenida Radial Oeste próximo ao 746,-22.90993,-43.22031,0,
2035O00079C0,Avenida Radial Oeste próximo ao 393-575,-22.9108,-43.21823,0,
2035O00080C0,Rua Professor Euríco Rabêlo próximo ao 68-70,-22.91379,-43.23106,0,
2035O00086C0,Av. Maracanã próximo ao 329,-22.91313546212043,-43.22715046577137,0,
2035O00087C0,Av. Maracanã próximo ao CEFET (pista central),-22.911267696476166,-43.224872096851286,0,
2035O00090C2,Mata Machado,-22.913259764562955,-43.22704632638932,0,
2035O00091C0,"Rua Felipe Camarão , próximo ao 111",-22.91661775525844,-43.23502859805241,0,
2035O00092C0,R. Ibituruna próximo ao 24,-22.913560789352584,-43.21967270605642,0,
2035O00093C0,"Rua Ibituruna , oposto ao 89",-22.912351442535353,-43.22139200203497,0,
2035O00094C0,"Rua Senador Furtado , proximo ao 117",-22.91063355115197,-43.22007759864675,0,
2035O00095C0,Rua Senador Furtado próximo ao 75,-22.911679853859976,-43.21876465733396,0,
2036O00001S9,"BRS 2,6,7: José Vicente",-22.920007884190465,-43.25830125396729,0,
2036O00002S9,"BRS 2,6,7: Viana Drummond",-22.919389001104673,-43.2550438196087,0,
2036O00003S9,"BRS 4,5,I: Mendes Tavares",-22.919244940922244,-43.25419221593856,0,
2036O00004S9,"BRS 2,6,7: Barão de São Francisco 1",-22.91891,-43.25258,0,
2036O00005S9,"BRS 4,5,I: Visconde de Abaeté",-22.91722,-43.24318,0,
2036O00006S9,"BRS 2,6,7: Gonzaga Bastos",-22.917071408557202,-43.24241014484406,0,
2036O00007S0,"BRS 2,3,4,I: Oito de Dezembro",-22.90921,-43.23863,0,
2036O00012S9,"BRS 2,6,7: Hipólito da Costa",-22.91446,-43.23969,0,
2036O00013S9,"BRS 4,5,I: Souza Franco",-22.91577,-43.24644,0,
2036O00014S9,"BRS 2,6,7: Barão de São Francisco",-22.91629,-43.2526,0,
2036O00015S9,"BRS 4,5,I: Petrocochino",-22.916438119252504,-43.253210613422404,0,
2036O00016S9,"BRS 2,4,5,6: Parque Recanto do Trovador",-22.91684693959942,-43.26078932887078,0,
2036O00017C2,Rua Barão do Bom Retiro próximo ao 1745,-22.91567,-43.26266,0,
2036O00018C0,Ponto Final: Praça Barão de Drummond,-22.91624143118,-43.25119186061,0,
2036O00043S9,"BRS 4,5,I: Emilia Sampaio",-22.91988,-43.25762,0,
2036O00044S9,"BRS 4,5,I: Silva Pinto",-22.918032352416557,-43.247492711639396,0,
2036O00045S9,"BRS 2,6,7: Visconde de Abaeté",-22.91526,-43.24374,0,
2036O00048C1,Ponto Final: Vila Isabel :: Linhas Intermunicipais,-22.91818806137,-43.26196400506,0,
2036O00049S0,"BRS 5,6,7: Luiz de Matos",-22.91011,-43.23840,0,
2036O00050S9,"BRS 4,5,I: Gonzaga Bastos",-22.915228293287214,-43.24343851289749,0,
2036O00051S9,"BRS 2,6,7: Unidos de Vila Isabel",-22.916215058967452,-43.24855935945511,0,
2036O00052S9,"BRS 4,5,I: Barão de Drummond",-22.916340999370842,-43.24926603554727,0,
2036O00053S9,"BRS 2,6,7: Viana Drummond",-22.916893469789635,-43.25659440129279,0,
2036O00054S9,"BRS 4,5,I: INCA",-22.916915940289723,-43.25716414103508,0,
2036O00055S0,"BRS 2,5,7,I: Barão do Bom Retiro",-22.916988292789927,-43.2611407865429,0,
2036O00056S9,"BRS 4,5,I: Barão de São Francisco 2",-22.918828673643834,-43.25192507242203,0,
2036O00057S9,"BRS 2,6,7: Luís Barbosa",-22.918135912809376,-43.24817784292222,0,
2036O00058S9,"BRS 2,6,7: Souza Franco",-22.917543198128612,-43.24491346702099,0,
2036O00059C0,Rua Alexandre Calaza próximo ao 225,-22.91923,-43.25981,0,
2036O00061C0,Avenida Maracanã próximo ao 800,-22.92032,-43.2353,0,
2036O00062C0,Rua Barão de Mesquita 394,-22.92408,-43.23809,0,
2036O00068C0,Rua Gonzaga Bastos 224,-22.92048,-43.23973,0,
2036O00069C0,Rua Gonzaga Bastos 114,-22.92206,-43.23872,0,
2036O00070C0,Rua Gonzaga Bastos próximo ao 36,-22.92357,-43.23775,0,
2036O00071C0,Rua Pereira Nunes 47,-22.92271,-43.23705,0,
2036O00073C0,Rua Pereira Nunes 197,-22.92006,-43.23865,0,
2036O00074C0,Rua Pereira Nunes 273,-22.9186,-43.23953,0,
2036O00075C0,Rua Maxwell 121,-22.91847,-43.24026,0,
2036O00076C0,Rua Maxwell 207,-22.91981,-43.24292,0,
2036O00078C0,Avenida Engenheiro Octacílio Negrão de Lima,-22.91809,-43.24195,0,
2036O00079C0,Avenida Prof Manoel de Abreu 559,-22.91649,-43.23876,0,
2036O00080C0,Rua General Zenóbio da Costa 2,-22.91214,-43.24017,0,
2036O00081C0,Rua Torres Homem 150,-22.913547329195744,-43.24413478668,0,
2036O00083C0,Rua Oito de Dezembro 238,-22.90929822992726,-43.2394423558074,0,
2036O00085C0,Rua Mendes Tavares 52,-22.91843830470502,-43.254055406121104,0,
2036O00086C0,Rua Maxwell 300,-22.92035,-43.24441,0,
2036O00088C0,Rua Felipe Camarão próximo ao 67,-22.914929151849527,-43.23546848033085,0,
2036O00092C0,Rua Barão de São Francisco próximo ao 456,-22.91527,-43.2518,0,
2036O00094C0,"Avenida Professor Manoel de Abreu, 559",-22.91611,-43.23688,0,
2037I00052C0,Uruguai,-22.92623240967,-43.2459147475,0,
2037O00019C0,Ponto Final: Andaraí :: Linha 217,-22.93077961839,-43.25415833862,0,
2037O00024C0,Rua Paula Brito próximo ao 129,-22.92586,-43.25286,0,
2037O00025C0,Rua Barão de Mesquita oposto ao 897,-22.92427,-43.25231,0,
2037O00026C0,Rua Uruguai 228,-22.92768,-43.24433,0,
2037O00028C0,Rua Uruguai 91,-22.92376,-43.24669,0,
2037O00029C0,Rua Barão de Mesquita 538,-22.92477,-43.2436,0,
2037O00031C0,Rua Barão de Mesquita 468,-22.92404,-43.24128,0,
2037O00032C0,Rua Maxwell 520,-22.92286,-43.24918,0,
2037O00033C0,Rua Maxwell 465,-22.9229,-43.24867,0,
2037O00034C0,Rua Barão de Mesquita 845,-22.9249,-43.25094,0,
2037O00035C0,Rua Maxwell 581,-22.92394,-43.2507,0,
2037O00036C0,Rua Maxwell 566,-22.92355,-43.25048,0,
2037O00041C0,Rua Paula Brito 328,-22.92704,-43.25375,0,
2037O00042C0,Rua Paula Brito 462,-22.92808,-43.25445,0,
2037O00044C0,Rua Leopoldo 549,-22.9289,-43.25265,0,
2037O00045C0,Rua Leopoldo 291,-22.92798,-43.25196,0,
2037O00049C0,Ponto Final: Vila Isabel :: Linha 134B,-22.92613943922,-43.24848861326,0,
2037O00054C0,Rua Maxwell 419,-22.92147,-43.24586,0,
2037O00057C0,Rua Maxwell 349,-22.922248282331957,-43.24730583586214,0,
2038O00004C0,"Rua Ferreira Pontes , oposto ao 165",-22.92566,-43.25397,0,
2038O00043C1,"Rua Barão do Bom Retiro, 1956 - Grajau, Rio de Janeiro - RJ",-22.917549877870854,-43.26212984834957,0,
2038O00044C0,Rua Canavieiras próximo ao 91,-22.9256,-43.26549,0,
2038O00045C0,Rua Canavieira próximo ao 186,-22.92469,-43.26578,0,
2038O00046C0,Rua Canavieiras próximo ao 310,-22.92363,-43.26629,0,
2038O00047C0,Rua Canavieiras próximo ao 405,-22.92293,-43.26674,0,
2038O00048C0,Rua Canavieiras próximo ao 422,-22.92256,-43.26678,0,
